"653"," BOLIVAR ","7","21"
"654"," CAPITAL ACOSTA ","16","1"
"655"," SAN FRANCISCO ","16","1"
"656"," CAPITAL AGUASAY ","16","2"
"657"," CAPITAL BOLIVAR ","16","3"
"658"," CAPITAL CARIPE ","16","4"
"659"," EL GUACHARO ","16","4"
"660"," LA GUANOTA ","16","4"
"661"," SABANA DE PIEDRA ","16","4"
"662"," SAN AGUSTIN ","16","4"
"663"," TERESEN ","16","4"
"664"," CAPITAL CEDE&#209","0","16"
"665"," AREO ","16","5"
"666"," SAN FELIX ","16","5"
"667"," VIENTO FRESCO ","16","5"
"668"," CAPITAL EZEQUIEL ZAMORA ","16","6"
"669"," EL TEJERO ","16","6"
"670"," CAPITAL LIBERTADOR ","16","7"
"671"," CHAGUARAMAS ","16","7"
"672"," LA PETROLEA ","16","7"
"673"," TABASCA ","16","7"
"674"," CAPITAL MATURIN ","16","8"
"675"," ALTO DE LOS GODOS ","16","8"
"676"," BOQUERON ","16","8"
"677"," LAS COCUIZAS ","16","8"
"678"," SAN SIMON ","16","8"
"679"," SANTA CRUZ ","16","8"
"680"," EL COROZO ","16","8"
"681"," EL FURRIAL ","16","8"
"682"," JUSEPIN ","16","8"
"683"," LA PICA ","16","8"
"684"," SAN VICENTE ","16","8"
"685"," CAPITAL PIAR ","16","9"
"686"," APARICIO ","16","9"
"687"," CHAGUARAMAL ","16","9"
"688"," EL PINTO ","16","9"
"689"," GUANAGUANA ","16","9"
"690"," LA TOSCANA ","16","9"
"691"," TAGUAYA ","16","9"
"692"," CAPITAL PUNCERES ","16","10"
"693"," CACHIPO ","16","10"
"694"," CAPITAL SANTA BARBARA ","16","11"
"695"," CAPITAL SOTILLO ","16","12"
"696"," LOS BARRANCOS DE FAJARDO ","16","12"
"697"," CAPITAL URACOA ","16","13"
"698"," CAPITAL ANTOLIN DEL CAMPO ","17","1"
"699"," CAPITAL ARISMENDI ","17","2"
"700"," CAPITAL DIAZ ","17","3"
"701"," ZABALA ","17","3"
"702"," CAPITAL GARCIA ","17","4"
"703"," FRANCISCO FAJARDO ","17","4"
"704"," CAPITAL GOMEZ ","17","5"
"705"," BOLIVAR ","17","5"
"706"," GUEVARA ","17","5"
"707"," MATASIETE ","17","5"
"708"," SUCRE ","17","5"
"709"," CAPITAL MANEIRO ","17","6"
"710"," AGUIRRE ","17","6"
"711"," CAPITAL MARCANO ","17","7"
"712"," ADRIAN ","17","7"
"713"," CAPITAL MARI&#209","0","17"
"714"," CAPITAL PENINSULA DE MACANAO ","17","9"
"715"," SAN FRANCISCO ","17","9"
"716"," CAPITAL TUBORES ","17","10"
"717"," LOS BARALES ","17","10"
"718"," CAPITAL VILLALBA ","17","11"
"719"," VICENTE FUENTES ","17","11"
"720"," CAPITAL AGUA BLANCA ","18","1"
"721"," CAPITAL ARAURE ","18","2"
"722"," RIO ACARIGUA ","18","2"
"723"," CAPITAL ESTELLER ","18","3"
"724"," UVERAL ","18","3"
"725"," CAPITAL GUANARE ","18","4"
"726"," CORDOBA ","18","4"
"727"," SAN JOSE DE LA MONTA&#209","0","18"
"728"," SAN JUAN DE GUANAGUANARE ","18","4"
"729"," VIRGEN DE LA COROMOTO ","18","4"
"730"," CAPITAL GUANARITO ","18","5"
"731"," TRINIDAD DE LA CAPILLA ","18","5"
"732"," DIVINA PASTORA ","18","5"
"733"," CAPITAL MONS. JOSE V. DE UNDA ","18","6"
"734"," PE&#209","0","18"
"735"," CAPITAL OSPINO ","18","7"
"736"," APARICION ","18","7"
"737"," LA ESTACION ","18","7"
"738"," CAPITAL PAEZ ","18","8"
"739"," PAYARA ","18","8"
"740"," PIMPINELA ","18","8"
"741"," RAMON PERAZA ","18","8"
"742"," CAPITAL PAPELON ","18","9"
"743"," CA&#209","0","18"
"744"," CAPITAL S GENARO DE BOCONOITO ","18","10"
"745"," ANTOLIN TOVAR ","18","10"
"746"," CAPITAL SAN RAFAEL DE ONOTO ","18","11"
"747"," SANTA FE ","18","11"
"748"," THERMO MORLES ","18","11"
"749"," CAPITAL SANTA ROSALIA ","18","12"
"750"," FLORIDA ","18","12"
"751"," CAPITAL S GERONIM. DE GUAYABAL ","18","13"
"752"," CONCEPCION ","18","13"
"753"," SAN RAFAEL DE PALO ALZADO ","18","13"
"754"," UVENCIO ANTONIO VELASQUEZ ","18","13"
"755"," SAN JOSE DE SAGUAZ ","18","13"
"756"," VILLA ROSA ","18","13"
"757"," CAPITAL TURUN ","18","14"
"758"," CUPIRA ","18","14"
"759"," SANTA CRUZ ","18","14"
"760"," SAN ISIDRO LABRADOR ","18","14"
"761"," MAIQUETIA ","19","1"
"762"," ROMULO GALLEGOS ","19","1"
"763"," SAN JOSE DE AEROCUAR ","19","2"
"764"," TAVERA ACOSTA ","19","2"
"765"," RIO CARIBE ","19","3"
"766"," ANTONIO JOSE DE SUCRE ","19","3"
"767"," EL MORRO DE PUERTO SANTO ","19","3"
"768"," PUERTO SANTO ","19","3"
"769"," SAN JUAN DE LAS GALDONAS ","19","3"
"770"," EL PILAR ","19","4"
"771"," EL RINCON ","19","4"
"772"," GENERAL FRANCISCO A. VASQUEZ ","19","4"
"773"," GUARAUNOS ","19","4"
"774"," TUNAPUICITO ","19","4"
"775"," UNION ","19","4"
"776"," BOLIVAR ","19","5"
"777"," MACARAPANA ","19","5"
"778"," SANTA CATALINA ","19","5"
"779"," SANTA ROSA ","19","5"
"780"," SANTA TERESA ","19","5"
"781"," CAPITAL BOLIVAR ","19","6"
"782"," YAGUARAPARO ","19","7"
"783"," EL PAUJIL ","19","7"
"784"," LIBERTAD ","19","7"
"785"," ARAYA ","19","8"
"786"," CHACOPATA ","19","8"
"787"," MANICUARE ","19","8"
"788"," TUNAPUY ","19","9"
"789"," CAMPO ELIAS ","19","9"
"790"," IRAPA ","19","10"
"791"," CAMPO CLARO ","19","10"
"792"," MARABAL ","19","10"
"793"," RIO CARIBE ","19","10"
"794"," SORO ","19","10"
"795"," CAPITAL MEJIA ","19","11"
"796"," CUMANACOA ","19","12"
"797"," ARENAS ","19","12"
"798"," ARICAGUA ","19","12"
"799"," COCOLLAR ","19","12"
"800"," SAN FERNANDO ","19","12"
"801"," SAN LORENZO ","19","12"
"802"," VILLA FRONTADO (M. DE CARIACO) ","19","13"
"803"," CARACCIOLO PARRA PUREZ ","19","13"
"804"," RENDON ","19","13"
"805"," SAN SEBASTIAN ","19","13"
"806"," SANTA BARBARA ","19","13"
"807"," ALTAGRACIA ","19","14"
"808"," AYACUCHO ","19","14"
"809"," SANTA INES ","19","14"
"810"," VALENTIN VALIENTE ","19","14"
"811"," SAN JUAN ","19","14"
"812"," RAUL LEONI ","19","14"
"813"," SANTA FE ","19","14"
"814"," GUIRIA ","19","15"
"815"," BIDEAU ","19","15"
"816"," CRISTOBAL COLON ","19","15"
"817"," PUNTA DE PIEDRAS ","19","15"
"818"," CAPITAL ANDRES BELLO ","20","1"
"819"," CAMPO ELIAS ","20","2"
"820"," AYACUCHO ","20","3"
"821"," RIVAS BERTI ","20","3"
"822"," SAN PEDRO DEL RIO ","20","3"
"823"," BOLIVAR ","20","4"
"824"," PALOTAL ","20","4"
"825"," JUAN VICENTE GOMEZ ","20","4"
"826"," ISAIAS MEDINA ANGARITA ","20","4"
"827"," CARDENAS ","20","5"
"828"," AMENODORO RANGEL LAMUS ","20","5"
"829"," LA FLORIDA ","20","5"
"830"," CAPITAL CORDOBA ","20","6"
"831"," FERNANDEZ FEO ","20","7"
"832"," ALBERTO ADRIANI ","20","7"
"833"," SANTO DOMINGO ","20","7"
"834"," CAPITAL BOLIVAR ","20","8"
"835"," CAPITAL GARCIA DE HEVIA ","20","9"
"836"," BOCA DE GRITA ","20","9"
"837"," JOSE ANTONIO PAEZ ","20","9"
"838"," CAPITAL GUASIMOS ","20","10"
"839"," INDEPENDENCIA ","20","11"
"840"," JUAN GERMAN ROSCIO ","20","11"
"841"," ROMAN CARDENAS ","20","11"
"842"," JAUREGUI ","20","12"
"843"," EMILIO CONSTANTINO GUERRERO ","20","12"
"844"," MONSE&#209","0","20"
"845"," CAPITAL JOSE MARIA VARGAS ","20","13"
"846"," JUNIN ","20","14"
"847"," LA PETROLEA ","20","14"
"848"," QUINIMARI ","20","14"
"849"," BRAMON ","20","14"
"850"," LIBERTAD ","20","15"
"851"," CIPRIANO CASTRO ","20","15"
"852"," MANUEL FELIPE RUGELES ","20","15"
"853"," LIBERTADOR ","20","16"
"854"," EMETERIO OCHOA ","20","16"
"855"," DORADAS ","20","16"
"856"," SAN JOAQUIN DE NAVAY ","20","16"
"857"," LOBATERA ","20","17"
"858"," CONSTITUCION ","20","17"
"859"," CAPITAL MICHELENA ","20","18"
"860"," PANAMERICANO ","20","19"
"861"," LA PALMITA ","20","19"
"862"," PEDRO MARIA URE&#209","0","20"
"863"," NUEVA ARCADIA ","20","20"
"864"," CAPITAL RAFAEL URDANETA ","20","21"
"865"," SAMUEL DARIO MALDONADO ","20","22"
"866"," BOCONO ","20","22"
"867"," HERNANDEZ ","20","22"
"868"," LA CONCORDIA ","20","23"
"869"," PEDRO MARIA MORANTES ","20","23"
"870"," SAN JUAN BAUTISTA ","20","23"
"871"," SAN SEBASTIAN ","20","23"
"872"," CARDENAS ","20","23"
"873"," CAPITAL SEBORUCO ","20","24"
"874"," CAPITAL SIMON RODRIGUEZ ","20","25"
"875"," SUCRE ","20","26"
"876"," ELEAZAR LOPEZ CONTRERAS ","20","26"
"877"," SAN PABLO ","20","26"
"878"," CAPITAL TORBES ","20","27"
"879"," CAPITAL URIBANTE ","20","28"
"880"," CARDENAS ","20","28"
"881"," JOSE VIDAL MARCANO ","20","28"
"882"," POTOSI ","20","28"
"883"," CAPITAL SAN JUDAS TADEO ","20","29"
"884"," SANTA ISABEL ","21","1"
"885"," ARAGUANEY ","21","1"
"886"," EL JAGUITO ","21","1"
"887"," JUAN MILLAN ","21","1"
"888"," BOCONO ","21","281"
"889"," EL CARMEN ","21","2"
"890"," MESA BOLIVAR ","21","2"
"891"," AYACUCHO ","21","2"
"892"," BURBUSAY ","21","2"
"893"," GENERAL RIVAS ","21","2"
"894"," GUARAMACAL ","21","2"
"895"," VEGA DE GUARAMACAL ","21","2"
"896"," MONSE&#209","0","21"
"897"," RAFAEL RANGEL ","21","2"
"898"," SAN MIGUEL ","21","2"
"899"," SAN JOSE ","21","2"
"900"," SABANA GRANDE ","21","3"
"901"," CHEREGUE ","21","3"
"902"," GRANADOS ","21","3"
"903"," CASTA&#209","0","21"
"904"," ARNOLDO GABALDON ","21","4"
"905"," BOLIVIA ","21","4"
"906"," CARRILLO ","21","4"
"907"," CEGARRA ","21","4"
"908"," MANUEL SALVADOR ULLOA ","21","4"
"909"," SAN JOSE ","21","4"
"910"," CARACHE ","21","5"
"911"," CUICAS ","21","5"
"912"," LA CONCEPCION ","21","5"
"913"," PANAMERICANA ","21","5"
"914"," SANTA CRUZ ","21","5"
"915"," ESCUQUE ","21","6"
"916"," LA UNION ","21","6"
"917"," SABANA LIBRE ","21","6"
"918"," SANTA RITA ","21","6"
"919"," EL SOCORRO ","21","7"
"920"," ANTONIO JOSE DE SUCRE ","21","7"
"921"," LOS CAPRICHOS ","21","7"
"922"," CAMPO ELIAS ","21","8"
"923"," ARNOLDO GABALDON ","21","8"
"924"," SANTA APOLONIA ","21","9"
"925"," EL JAGUITO ","21","9"
"926"," LA CEIBA ","21","9"
"927"," TRES DE FEBRERO ","21","9"
"928"," EL DIVIDIVE ","21","10"
"929"," AGUA SANTA ","21","10"
"930"," AGUA CALIENTE ","21","10"
"931"," EL CENIZO ","21","10"
"932"," VALERITA ","21","10"
"933"," MONTE CARMELO ","21","11"
"934"," BUENA VISTA ","21","11"
"935"," SANTA MARIA DEL HORCON ","21","11"
"936"," MOTATAN ","21","12"
"937"," EL BA&#209","0","21"
"938"," JALISCO ","21","12"
"939"," PAMPAN ","21","13"
"940"," FLOR DE PATRIA ","21","13"
"941"," LA PAZ ","21","13"
"942"," SANTA ANA ","21","13"
"943"," PAMPANITO ","21","14"
"944"," LA CONCEPCION ","21","14"
"945"," PAMPANITO II ","21","14"
"946"," BETIJOQUE ","21","15"
"947"," LA CONCEPCION ","21","15"
"948"," LOS CEDROS ","21","15"
"949"," JOSE GREGORIO HERNANDEZ ","21","15"
"950"," CARVAJAL ","21","16"
"951"," ANTONIO NICOLAS BRICE&#209","0","21"
"952"," CAMPO ALEGRE ","21","16"
"953"," JOSE LEONARDO SUAREZ ","21","16"
"954"," SABANA DE MENDOZA ","21","17"
"955"," EL PARAISO ","21","17"
"956"," JUNIN ","21","17"
"957"," VALMORE RODRIGUEZ ","21","17"
"958"," ANDRES LINARES ","21","18"
"959"," CHIQUINQUIRA ","21","18"
"960"," CRISTOBAL MENDOZA ","21","18"
"961"," CRUZ CARRILLO ","21","18"
"962"," MATRIZ ","21","18"
"963"," MONSE&#209","0","21"
"964"," TRES ESQUINAS ","21","18"
"965"," LA QUEBRADA ","21","19"
"966"," CABIMBU ","21","19"
"967"," JAJO ","21","19"
"968"," LA MESA ","21","19"
"969"," SANTIAGO ","21","19"
"970"," TU&#209","0","21"
"971"," JUAN IGNACIO MONTILLA ","21","20"
"972"," LA BEATRIZ ","21","20"
"973"," MERCEDES DIAZ ","21","20"
"974"," SAN LUIS ","21","20"
"975"," LA PUERTA ","21","20"
"976"," MENDOZA ","21","20"
"977"," CAPITAL ARISTIDES BASTIDAS ","22","1"
"978"," CAPITAL BOLIVAR ","22","2"
"979"," CAPITAL BRUZUAL ","22","3"
"980"," CAMPO ELIAS ","22","3"
"981"," CAPITAL COCOROTE ","22","4"
"982"," CAPITAL INDEPENDENCIA ","22","5"
"983"," CAPITAL JOSE ANTONIO PAEZ ","22","6"
"984"," CAPITAL LA TRINIDAD ","22","7"
"985"," CAPITAL MANUEL MONGE ","22","8"
"986"," CAPITAL NIRGUA ","22","9"
"987"," SALOM ","22","9"
"988"," TEMERLA ","22","9"
"989"," CAPITAL PE&#209","0","22"
"990"," SAN ANDRES ","22","10"
"991"," CAPITAL SAN FELIPE ","22","11"
"992"," ALBARICO ","22","11"
"993"," SAN JAVIER ","22","11"
"994"," CAPITAL SUCRE ","22","12"
"995"," CAPITAL URACHICHE ","22","13"
"996"," CAPITAL VEROES ","22","14"
"997"," EL GUAYABO ","22","14"
"998"," ISLA DE TOAS ","23","1"
"999"," MONAGAS ","23","1"
"1000"," SAN TIMOTEO ","23","2"
"1001"," GENERAL URDANETA ","23","2"
"1002"," LIBERTADOR ","23","2"
"1003"," MANUEL GUANIPA MATOS ","23","2"
"1004"," MARCELINO BRICE&#209","0","23"
"1005"," PUEBLO NUEVO ","23","2"
"1006"," AMBROSIO ","23","3"
"1007"," CARMEN HERRERA ","23","3"
"1008"," GERMAN RIOS LINARES ","23","3"
"1009"," LA ROSA ","23","3"
"1010"," JORGE HERNANDEZ ","23","3"
"1011"," ROMULO BETANCOURT ","23","3"
"1012"," SAN BENITO ","23","3"
"1013"," ARISTIDES CALVANI ","23","3"
"1014"," PUNTA GORDA ","23","3"
"1015"," ENCONTRADOS ","23","4"
"1016"," UDON PEREZ ","23","4"
"1017"," SAN CARLOS DEL ZULIA ","23","5"
"1018"," MORALITO ","23","5"
"1019"," SANTA BARBARA ","23","5"
"1020"," SANTA CRUZ DEL ZULIA ","23","5"
"1021"," URRIBARRI ","23","5"
"1022"," SIMON RODRIGUEZ ","23","6"
"1023"," CARLOS QUEVEDO ","23","6"
"1024"," FRANCISCO JAVIER PULGAR ","23","6"
"1025"," LA CONCEPCION ","23","7"
"1026"," JOSE RAMON YEPES ","23","7"
"1027"," MARIANO PARRA LEON ","23","7"
"1028"," SAN JOSE ","23","7"
"1029"," JESUS MARIA SEMPRUN ","23","8"
"1030"," BARI ","23","8"
"1031"," CONCEPCION ","23","9"
"1032"," ANDRES BELLO ","23","9"
"1033"," CHIQUINQUIRA ","23","9"
"1034"," EL CARMELO ","23","9"
"1035"," POTRERITOS ","23","9"
"1036"," ALONSO DE OJEDA ","23","10"
"1037"," LIBERTAD ","23","10"
"1038"," CAMPO LARA ","23","10"
"1039"," ELEAZAR LOPEZ CONTRERAS ","23","10"
"1040"," URBANA SAN JOAQUIN ","23","10"
"1041"," LIBERTAD ","23","11"
"1042"," BARTOLOME DE LAS CASAS ","23","11"
"1043"," RIO NEGRO ","23","11"
"1044"," SAN JOSE DE PERIJA ","23","11"
"1045"," SAN RAFAEL ","23","12"
"1046"," LA SIERRITA ","23","12"
"1047"," LAS PARCELAS ","23","12"
"1048"," LUIS DE VICENTE ","23","12"
"1049"," MONSE&#209","0","23"
"1050"," RICAURTE ","23","12"
"1051"," TAMARE ","23","12"
"1052"," ANTONIO BORJAS ROMERO ","23","13"
"1053"," BOLIVAR ","23","13"
"1054"," CACIQUE MARA ","23","13"
"1055"," CARACCIOLO PARRA PEREZ ","23","13"
"1056"," CECILIO ACOSTA ","23","13"
"1057"," CRISTO DE ARANZA ","23","13"
"1058"," COQUIVACOA ","23","13"
"1059"," CHIQUINQUIRA ","23","13"
"1060"," FRANCISCO EUGENIO BUSTAMANTE ","23","13"
"1061"," IDELFONSO VASQUEZ ","23","13"
"1062"," JUANA DE AVILA ","23","13"
"1063"," LUIS HURTADO HIGUERA ","23","13"
"1064"," MANUEL DAGNINO ","23","13"
"1065"," OLEGARIO VILLALOBOS ","23","13"
"1066"," RAUL LEONI ","23","13"
"1067"," SANTA LUCIA ","23","13"
"1068"," VENANCIO PULGAR ","23","13"
"1069"," SAN ISIDRO ","23","13"
"1070"," ALTAGRACIA ","23","14"
"1071"," ANA MARIA CAMPOS ","23","14"
"1072"," FARIA ","23","14"
"1073"," SAN ANTONIO ","23","14"
"1074"," SAN JOSE ","23","14"
"1075"," SINAMAICA ","23","15"
"1076"," ALTA GUAJIRA ","23","15"
"1077"," ELIAS SANCHEZ RUBIO ","23","15"
"1078"," GUAJIRA ","23","15"
"1079"," EL ROSARIO ","23","16"
"1080"," DONALDO GARCIA ","23","16"
"1081"," SIXTO ZAMBRANO ","23","16"
"1082"," SAN FRANCISCO ","23","17"
"1083"," EL BAJO ","23","17"
"1084"," DOMITILA FLORES ","23","17"
"1085"," ELIAS SANCHEZ RUBIO ","23","17"
"1086"," LOS CORTIJOS ","23","17"
"1087"," MARCIAL HERNANDEZ ","23","17"
"1088"," SANTA RITA ","23","18"
"1089"," EL MENE ","23","18"
"1090"," JOSE CENOVIO URRIBARRI ","23","18"
"1091"," PEDRO LUCAS URRIBARRI ","23","18"
"1092"," MANUEL MANRIQUE ","23","19"
"1093"," RAFAEL MARIA BARALT ","23","19"
"1094"," RAFAEL URDANETA ","23","19"
"1095"," BOBURES ","23","20"
"1096"," EL BATEY ","23","20"
"1097"," GIBRALTAR ","23","20"
"1098"," HERAS ","23","20"
"1099"," MONS. ARTURO CELESTINO A ","23","20"
"1100"," ROMULO GALLEGOS ","23","20"
"1101"," LA VICTORIA ","23","21"
"1102"," RAFAEL URDANETA ","23","21"
"1103"," RAUL CUENCA ","23","21"
"1104"," CARABALLEDA ","24","335"
"1105"," CARAYACA ","24","1"
"1106"," CARUAO ","24","335"
"1107"," CATIA LA MAR ","24","335"
"1108"," EL JUNKO ","7","335"
"1109"," LA GUAIRA ","24","1"
"1110"," MACUTO ","24","1"
"1111"," MAIQUETIA ","24","1"
"1112"," NAIGUATA ","24","1"
"1113"," RAUL LEONI ","24","1"
"1114"," CARLOS SOUBLETTE ","24","1"
"1115"," GRAN ROQUE ","25","1"
"1116"," TESTIGOS, LOS ","25","1"
"1117"," CHIMANAS ","25","1"
"1118"," FERNANDO GIRON TOVAR ","2","3"
